2024.03.01 00:00:00;78.303;78.323;78.293;78.318;0.00838
2024.03.01 00:01:00;78.303;78.313;78.298;78.313;0.00287
2024.03.01 00:02:00;78.308;78.308;78.303;78.303;0.00255
2024.03.01 00:03:00;78.298;78.298;78.278;78.278;0.00264
2024.03.01 00:04:00;78.277;78.277;78.273;78.273;0.00091
2024.03.01 00:05:00;78.273;78.278;78.273;78.273;0.00262
2024.03.01 00:06:00;78.263;78.273;78.263;78.263;0.00303
2024.03.01 00:07:00;78.268;78.273;78.268;78.273;0.00204
2024.03.01 00:08:00;78.283;78.293;78.278;78.283;0.00446
2024.03.01 00:09:00;78.288;78.303;78.288;78.303;0.00354
2024.03.01 00:10:00;78.293;78.293;78.283;78.283;0.00109
2024.03.01 00:11:00;78.278;78.278;78.273;78.273;0.00018
2024.03.01 00:12:00;78.273;78.273;78.273;78.273;0.00084
2024.03.01 00:13:00;78.273;78.277;78.273;78.273;0.00173
2024.03.01 00:14:00;78.278;78.278;78.278;78.278;0.0011
2024.03.01 00:15:00;78.273;78.283;78.273;78.283;0.00203
2024.03.01 00:16:00;78.273;78.273;78.273;78.273;0.00091
2024.03.01 00:17:00;78.273;78.273;78.273;78.273;0.00166
2024.03.01 00:18:00;78.278;78.283;78.273;78.273;0.00462
2024.03.01 00:19:00;78.273;78.273;78.273;78.273;0.00084
2024.03.01 00:20:00;78.273;78.273;78.273;78.273;0
2024.03.01 00:21:00;78.278;78.278;78.273;78.278;0.00197
2024.03.01 00:22:00;78.273;78.293;78.273;78.273;0.00605
2024.03.01 00:23:00;78.283;78.283;78.283;78.283;0.00088
2024.03.01 00:24:00;78.283;78.283;78.283;78.283;0.00084
2024.03.01 00:25:00;78.293;78.293;78.283;78.283;0.00285
2024.03.01 00:26:00;78.283;78.283;78.283;78.283;0.00084
2024.03.01 00:27:00;78.283;78.283;78.283;78.283;0
2024.03.01 00:28:00;78.283;78.283;78.283;78.283;0
2024.03.01 00:29:00;78.283;78.283;78.283;78.283;0
2024.03.01 00:30:00;78.273;78.273;78.273;78.273;0.00091
2024.03.01 00:31:00;78.273;78.273;78.263;78.263;0.00175
2024.03.01 00:32:00;78.253;78.253;78.253;78.253;0.00091
2024.03.01 00:33:00;78.263;78.283;78.263;78.283;0.00415
2024.03.01 00:34:00;78.283;78.283;78.283;78.283;0.00084
2024.03.01 00:35:00;78.278;78.297;78.273;78.283;0.00486
2024.03.01 00:36:00;78.273;78.273;78.273;78.273;0.00091
2024.03.01 00:37:00;78.273;78.273;78.263;78.263;0.00093
2024.03.01 00:38:00;78.263;78.263;78.253;78.253;0.00164
2024.03.01 00:39:00;78.253;78.253;78.253;78.253;0.00084
2024.03.01 00:40:00;78.263;78.263;78.263;78.263;0.00187
2024.03.01 00:41:00;78.268;78.273;78.268;78.273;0.0021
2024.03.01 00:42:00;78.263;78.263;78.253;78.253;0.00036
2024.03.01 00:43:00;78.263;78.263;78.263;78.263;0.00094
2024.03.01 00:44:00;78.263;78.263;78.263;78.263;0.00084
2024.03.01 00:45:00;78.258;78.258;78.253;78.258;0.00386
2024.03.01 00:46:00;78.253;78.263;78.253;78.263;0.00302
2024.03.01 00:47:00;78.263;78.273;78.263;78.273;0.00271
2024.03.01 00:48:00;78.273;78.273;78.273;78.273;0
2024.03.01 00:49:00;78.273;78.273;78.273;78.273;0.00084
2024.03.01 00:50:00;78.283;78.283;78.263;78.263;0.00358
2024.03.01 00:51:00;78.253;78.253;78.253;78.253;0.00091
2024.03.01 00:52:00;78.258;78.268;78.253;78.268;0.00641
2024.03.01 00:53:00;78.263;78.263;78.263;78.263;0.00009
2024.03.01 00:54:00;78.263;78.263;78.263;78.263;0.00084
2024.03.01 00:55:00;78.273;78.273;78.273;78.273;0.00187
2024.03.01 00:56:00;78.273;78.273;78.273;78.273;0
2024.03.01 00:57:00;78.273;78.273;78.273;78.273;0
2024.03.01 00:58:00;78.283;78.283;78.283;78.283;0.00194
2024.03.01 00:59:00;78.283;78.283;78.283;78.283;0.00084
2024.03.01 01:00:00;78.293;78.318;78.293;78.313;0.00653
2024.03.01 01:01:00;78.308;78.318;78.303;78.313;0.0035
2024.03.01 01:02:00;78.323;78.323;78.323;78.323;0.00187
2024.03.01 01:03:00;78.328;78.328;78.323;78.323;0.00128
2024.03.01 01:04:00;78.333;78.333;78.333;78.333;0.00094
2024.03.01 01:05:00;78.333;78.333;78.333;78.333;0.00084
2024.03.01 01:06:00;78.338;78.343;78.333;78.343;0.00313
2024.03.01 01:07:00;78.338;78.353;78.338;78.353;0.00331
2024.03.01 01:08:00;78.357;78.357;78.348;78.353;0.002
2024.03.01 01:09:00;78.353;78.353;78.353;78.353;0.00084
2024.03.01 01:10:00;78.363;78.363;78.363;78.363;0.00194
2024.03.01 01:11:00;78.363;78.363;78.363;78.363;0
2024.03.01 01:12:00;78.353;78.363;78.353;78.358;0.00431
2024.03.01 01:13:00;78.353;78.363;78.353;78.358;0.0055
2024.03.01 01:14:00;78.363;78.363;78.363;78.363;0.00096
2024.03.01 01:15:00;78.373;78.378;78.373;78.378;0.00204
2024.03.01 01:16:00;78.373;78.378;78.373;78.373;0.00258
2024.03.01 01:17:00;78.378;78.383;78.378;78.383;0.0023
2024.03.01 01:18:00;78.393;78.398;78.393;78.393;0.00306
2024.03.01 01:19:00;78.383;78.388;78.383;78.388;0.00185
2024.03.01 01:20:00;78.393;78.393;78.393;78.393;0.00082
2024.03.01 01:21:00;78.383;78.383;78.383;78.383;0.00091
2024.03.01 01:22:00;78.383;78.383;78.383;78.383;0.00084
2024.03.01 01:23:00;78.383;78.383;78.373;78.373;0.00173
2024.03.01 01:24:00;78.378;78.383;78.373;78.373;0.0036
2024.03.01 01:25:00;78.373;78.373;78.373;78.373;0.00084
2024.03.01 01:26:00;78.373;78.373;78.373;78.373;0
2024.03.01 01:27:00;78.378;78.383;78.378;78.383;0.00204
2024.03.01 01:28:00;78.378;78.378;78.373;78.378;0.00193
2024.03.01 01:29:00;78.373;78.373;78.373;78.373;0.00009
2024.03.01 01:30:00;78.378;78.378;78.363;78.373;0.00632
2024.03.01 01:31:00;78.368;78.368;78.368;78.368;0.00009
2024.03.01 01:32:00;78.368;78.368;78.363;78.368;0.00189
2024.03.01 01:33:00;78.373;78.378;78.363;78.363;0.00465
2024.03.01 01:34:00;78.363;78.363;78.363;78.363;0.00084
2024.03.01 01:35:00;78.368;78.368;78.368;78.368;0.001
2024.03.01 01:36:00;78.373;78.373;78.373;78.373;0.001
2024.03.01 01:37:00;78.373;78.373;78.363;78.363;0.00175
2024.03.01 01:38:00;78.358;78.363;78.353;78.353;0.00336
2024.03.01 01:39:00;78.363;78.363;78.363;78.363;0.00176
2024.03.01 01:40:00;78.363;78.363;78.363;78.363;0.00084
2024.03.01 01:41:00;78.373;78.373;78.373;78.373;0.00096
2024.03.01 01:42:00;78.373;78.373;78.373;78.373;0.00084
2024.03.01 01:43:00;78.383;78.403;78.383;78.403;0.00808
2024.03.01 01:44:00;78.408;78.408;78.408;78.408;0.00088
2024.03.01 01:45:00;78.413;78.443;78.413;78.443;0.0076
2024.03.01 01:46:00;78.438;78.438;78.423;78.433;0.00452
2024.03.01 01:47:00;78.443;78.443;78.438;78.443;0.00398
2024.03.01 01:48:00;78.438;78.438;78.433;78.433;0.00494
2024.03.01 01:49:00;78.438;78.443;78.438;78.443;0.00204
2024.03.01 01:50:00;78.443;78.443;78.443;78.443;0
2024.03.01 01:51:00;78.433;78.433;78.423;78.423;0.00173
2024.03.01 01:52:00;78.428;78.433;78.413;78.423;0.00491
2024.03.01 01:53:00;78.418;78.423;78.413;78.423;0.00278
2024.03.01 01:54:00;78.423;78.423;78.423;78.423;0.00084
2024.03.01 01:55:00;78.423;78.423;78.423;78.423;0
2024.03.01 01:56:00;78.418;78.423;78.413;78.413;0.00387
2024.03.01 01:57:00;78.418;78.423;78.413;78.423;0.00506
